"rowid","orderid","orderdate","sales","quantity","discount","profit","shipdate","customerid","shipmentid"
9023,"US-2016-141880","2016-08-22","98.33",3,"0.20","9.83","2016-08-23","TC-21475",1
9024,"CA-2015-165799","2015-06-29","117.88",1,"0.10","1.31","2015-07-02","SG-20470",1
9025,"CA-2016-102127","2016-06-26","20.97",3,"0.00","9.02","2016-07-02","VP-21760",2
9026,"CA-2016-102127","2016-06-26","139.96",4,"0.00","9.80","2016-07-02","VP-21760",2
9027,"CA-2016-102127","2016-06-26","37.74",3,"0.00","12.83","2016-07-02","VP-21760",2
9028,"US-2016-152415","2016-09-17","14.82",3,"0.00","6.22","2016-09-22","PO-18865",2
9029,"US-2016-152415","2016-09-17","191.82",3,"0.00","61.38","2016-09-22","PO-18865",2
9030,"CA-2014-138198","2014-07-18","13.90",2,"0.20","4.52","2014-07-23","JL-15130",2
9031,"CA-2017-128041","2017-09-01","314.60",4,"0.00","103.82","2017-09-01","RW-19540",3
9032,"CA-2017-128041","2017-09-01","283.56",4,"0.00","45.37","2017-09-01","RW-19540",3
9033,"CA-2017-105823","2017-06-22","487.96",2,"0.00","146.39","2017-06-26","RB-19465",2
9034,"CA-2014-152268","2014-09-02","1793.98",2,"0.00","843.17","2014-09-07","SC-20095",2
9035,"CA-2015-148873","2015-10-01","2.99",4,"0.80","-4.49","2015-10-05","EM-13960",2
9036,"CA-2015-148873","2015-10-01","108.77",4,"0.20","2.72","2015-10-05","EM-13960",2
9037,"CA-2015-166492","2015-04-07","25.92",4,"0.00","12.44","2015-04-10","RP-19390",1
9038,"CA-2015-166492","2015-04-07","22.58",2,"0.00","5.87","2015-04-10","RP-19390",1
9039,"CA-2017-157420","2017-11-21","55.18",3,"0.20","-12.41","2017-11-21","HZ-14950",3
9040,"CA-2016-117121","2016-12-17","9892.74",13,"0.00","4946.37","2016-12-21","AB-10105",2
9041,"CA-2014-138177","2014-09-19","73.92",1,"0.50","-45.83","2014-09-24","ND-18460",2
9042,"CA-2014-114335","2014-09-28","337.09",4,"0.20","16.85","2014-10-03","XP-21865",2
9043,"CA-2015-168760","2015-09-22","61.44",3,"0.00","16.59","2015-09-26","MM-18280",4
9044,"CA-2016-168830","2016-11-07","479.97",3,"0.00","163.19","2016-11-13","ML-17395",2
9045,"CA-2017-137463","2017-12-16","5.98",2,"0.20","2.24","2017-12-20","KM-16225",4
9046,"CA-2017-137463","2017-12-16","189.95",5,"0.00","45.59","2017-12-20","KM-16225",4
9047,"CA-2017-137463","2017-12-16","149.95",5,"0.00","31.49","2017-12-20","KM-16225",4
9048,"CA-2017-137463","2017-12-16","29.95",5,"0.00","8.69","2017-12-20","KM-16225",4
9049,"CA-2017-137463","2017-12-16","44.40",3,"0.00","22.20","2017-12-20","KM-16225",4
9050,"CA-2014-124513","2014-09-21","66.03",3,"0.00","17.17","2014-09-25","SL-20155",2
9051,"CA-2015-165554","2015-05-18","10.86",2,"0.00","5.32","2015-05-22","AJ-10780",2
9052,"CA-2014-141838","2014-03-26","3.36",2,"0.00","0.84","2014-03-31","DK-12835",4
9053,"CA-2014-141838","2014-03-26","27.94",4,"0.20","9.43","2014-03-31","DK-12835",4
9054,"CA-2014-141838","2014-03-26","28.78",2,"0.20","2.88","2014-03-31","DK-12835",4
9055,"CA-2017-117009","2017-09-22","21.96",2,"0.00","6.15","2017-09-28","BK-11260",2
9056,"CA-2015-128993","2015-09-12","21.98",2,"0.00","8.57","2015-09-17","CC-12670",4
9057,"CA-2015-160227","2015-11-02","2621.32",11,"0.10","553.39","2015-11-04","ED-13885",1
9058,"CA-2015-149097","2015-10-20","74.76",7,"0.00","23.92","2015-10-24","SV-20785",2
9059,"CA-2015-149097","2015-10-20","364.78",3,"0.20","27.36","2015-10-24","SV-20785",2
9060,"CA-2016-132304","2016-06-14","1115.17",7,"0.00","334.55","2016-06-18","AR-10825",2
9061,"CA-2015-136420","2015-11-20","89.70",4,"0.20","33.64","2015-11-21","CS-12250",1
9062,"CA-2015-136420","2015-11-20","50.12",4,"0.00","23.56","2015-11-21","CS-12250",1
9063,"CA-2016-101623","2016-02-28","36.48",6,"0.00","18.24","2016-03-06","RR-19525",2
9064,"US-2014-151015","2014-10-14","322.19",13,"0.20","100.69","2014-10-20","BD-11500",2
9065,"US-2014-151015","2014-10-14","2.95",3,"0.80","-4.86","2014-10-20","BD-11500",2
9066,"US-2014-151015","2014-10-14","19.14",4,"0.20","6.94","2014-10-20","BD-11500",2
9067,"CA-2017-152968","2017-05-26","23.08",2,"0.00","6.92","2017-05-30","BM-11785",2
9068,"CA-2016-150077","2016-02-04","90.48",2,"0.00","23.52","2016-02-10","MS-17365",2
9069,"CA-2016-106278","2016-09-02","215.98",3,"0.20","-2.70","2016-09-05","BM-11140",4
9070,"CA-2016-106278","2016-09-02","65.94",3,"0.00","30.99","2016-09-05","BM-11140",4
9071,"CA-2017-147550","2017-12-04","11.35",3,"0.20","2.70","2017-12-05","KE-16420",1
9072,"CA-2015-136105","2015-06-12","24.56",2,"0.00","6.88","2015-06-16","SZ-20035",2
9073,"CA-2016-142524","2016-09-04","16.56",2,"0.00","7.78","2016-09-08","MB-18085",2
9074,"CA-2016-142524","2016-09-04","279.95",5,"0.00","67.19","2016-09-08","MB-18085",2
9075,"CA-2014-136336","2014-04-21","828.84",6,"0.00","0.00","2014-04-26","DB-13555",2
9076,"US-2015-136259","2015-11-05","7.22",3,"0.70","-5.53","2015-11-08","CB-12415",1
9077,"US-2015-136259","2015-11-05","27.20",4,"0.20","2.04","2015-11-08","CB-12415",1
9078,"US-2014-124625","2014-11-03","89.97",3,"0.00","18.89","2014-11-07","SP-20650",2
9079,"CA-2016-108105","2016-02-16","318.08",4,"0.00","34.99","2016-02-23","GW-14605",2
9080,"CA-2016-108105","2016-02-16","5.80",1,"0.00","2.61","2016-02-23","GW-14605",2
9081,"CA-2017-166898","2017-09-11","143.95",6,"0.20","17.99","2017-09-13","KH-16630",4
9082,"CA-2017-166898","2017-09-11","19.44",3,"0.00","9.33","2017-09-13","KH-16630",4
9083,"CA-2017-169005","2017-11-02","5.56",2,"0.00","1.45","2017-11-06","BG-11035",2
9084,"CA-2015-104038","2015-02-06","146.73",3,"0.00","2.93","2015-02-08","LO-17170",1
9085,"CA-2015-104038","2015-02-06","29.90",5,"0.00","13.46","2015-02-08","LO-17170",1
9086,"CA-2016-126102","2016-09-10","276.78",2,"0.20","89.95","2016-09-12","DV-13465",4
9087,"CA-2016-143406","2016-09-26","93.03",2,"0.80","-251.19","2016-09-30","LR-17035",2
9088,"CA-2016-143406","2016-09-26","454.97",5,"0.30","-136.49","2016-09-30","LR-17035",2
9089,"CA-2015-150308","2015-12-15","246.17",3,"0.20","21.54","2015-12-20","RR-19525",2
9090,"CA-2016-131093","2016-09-17","295.40",5,"0.20","-62.77","2016-09-20","TS-21610",4
9091,"US-2017-148831","2017-10-13","348.56",8,"0.00","104.57","2017-10-15","AH-10210",1
9092,"CA-2015-162950","2015-06-28","15.55",3,"0.20","5.44","2015-07-03","DW-13585",4
9093,"CA-2015-162950","2015-06-28","482.94",6,"0.50","-376.69","2015-07-03","DW-13585",4
9094,"US-2015-132836","2015-06-01","299.98",2,"0.00","83.99","2015-06-05","AJ-10945",2
9095,"US-2015-132836","2015-06-01","403.68",6,"0.00","181.66","2015-06-05","AJ-10945",2
9096,"US-2015-132836","2015-06-01","41.90",2,"0.00","11.73","2015-06-05","AJ-10945",2
9097,"US-2015-132836","2015-06-01","28.91",7,"0.00","13.30","2015-06-05","AJ-10945",2
9098,"US-2014-158365","2014-04-12","32.40",5,"0.00","15.55","2014-04-17","SV-20785",2
9099,"CA-2017-152933","2017-10-12","369.54",7,"0.20","27.72","2017-10-16","MG-17650",2
9100,"CA-2017-152933","2017-10-12","10.37",2,"0.20","3.76","2017-10-16","MG-17650",2
9101,"CA-2017-152933","2017-10-12","791.88",3,"0.20","128.68","2017-10-16","MG-17650",2
9102,"CA-2015-163181","2015-11-07","23.64",3,"0.20","5.32","2015-11-12","AB-10105",2
9103,"CA-2015-163181","2015-11-07","84.78",2,"0.20","-16.96","2015-11-12","AB-10105",2
9104,"CA-2015-163181","2015-11-07","64.96",5,"0.60","-84.45","2015-11-12","AB-10105",2
9105,"CA-2015-163181","2015-11-07","32.06",10,"0.80","-51.30","2015-11-12","AB-10105",2
9106,"CA-2015-163181","2015-11-07","177.65",2,"0.20","-28.87","2015-11-12","AB-10105",2
9107,"CA-2015-163181","2015-11-07","287.91",3,"0.40","33.59","2015-11-12","AB-10105",2
9108,"CA-2015-132941","2015-05-25","22.37",2,"0.20","1.68","2015-05-28","MM-18280",1
9109,"CA-2015-132941","2015-05-25","32.37",7,"0.20","11.73","2015-05-28","MM-18280",1
9110,"CA-2015-132941","2015-05-25","207.98",2,"0.20","36.40","2015-05-28","MM-18280",1
9111,"CA-2014-132010","2014-10-13","36.40",5,"0.00","17.47","2014-10-15","MA-17995",1
9112,"CA-2014-132010","2014-10-13","22.96",2,"0.00","4.36","2014-10-15","MA-17995",1
9113,"CA-2014-132010","2014-10-13","315.20",4,"0.00","6.30","2014-10-15","MA-17995",1
9114,"CA-2014-132010","2014-10-13","15.18",3,"0.00","7.13","2014-10-15","MA-17995",1
9115,"CA-2016-135461","2016-02-07","623.96",5,"0.20","39.00","2016-02-10","EB-13975",4
9116,"CA-2017-153045","2017-01-19","429.60",2,"0.40","-93.08","2017-01-24","NS-18505",4
9117,"CA-2017-153045","2017-01-19","31.97",2,"0.20","6.39","2017-01-24","NS-18505",4
9118,"CA-2017-153045","2017-01-19","887.27",3,"0.30","-63.38","2017-01-24","NS-18505",4
9119,"CA-2017-153045","2017-01-19","21.70",4,"0.20","7.05","2017-01-24","NS-18505",4
9120,"US-2016-155971","2016-06-06","22.05",7,"0.00","10.58","2016-06-12","RB-19795",2
9121,"US-2016-155971","2016-06-06","99.90",5,"0.00","46.95","2016-06-12","RB-19795",2
9122,"CA-2017-122007","2017-03-18","90.86",7,"0.00","26.35","2017-03-20","JK-15325",4
9123,"CA-2017-162250","2017-11-24","7.78",1,"0.00","3.50","2017-11-24","PR-18880",3
9124,"US-2016-158288","2016-11-26","78.76",9,"0.70","-57.76","2016-11-28","EH-13945",4
9125,"CA-2016-128916","2016-08-18","9.55",3,"0.60","-3.82","2016-08-20","MA-17560",4
9126,"CA-2016-128916","2016-08-18","5.34",4,"0.60","-2.14","2016-08-20","MA-17560",4
9127,"CA-2015-157028","2015-11-28","8.28",2,"0.00","3.48","2015-12-03","MA-17995",2
9128,"CA-2017-112473","2017-05-25","50.14",3,"0.20","-11.28","2017-06-01","JL-15505",2
9129,"US-2017-147655","2017-09-04","88.07",7,"0.70","-58.72","2017-09-05","AS-10045",1
9130,"CA-2016-130911","2016-03-24","301.47",3,"0.50","-241.18","2016-03-26","DC-12850",4
9131,"CA-2016-130911","2016-03-24","18.66",2,"0.20","1.63","2016-03-26","DC-12850",4
9132,"CA-2017-100055","2017-05-28","27.46",2,"0.00","9.89","2017-06-01","MD-17860",2
9133,"CA-2017-100055","2017-05-28","125.13",3,"0.00","36.29","2017-06-01","MD-17860",2
9134,"CA-2015-157805","2015-08-31","555.96",5,"0.20","41.70","2015-09-04","RH-19510",2
9135,"CA-2016-124254","2016-04-12","129.55",3,"0.20","-22.67","2016-04-17","TB-21175",2
9136,"CA-2016-124254","2016-04-12","51.98",1,"0.20","-5.20","2016-04-17","TB-21175",2
9137,"CA-2016-124254","2016-04-12","10.27",3,"0.20","3.47","2016-04-17","TB-21175",2
9138,"CA-2014-123400","2014-02-02","18.34",2,"0.70","-12.22","2014-02-09","EB-13930",2
9139,"CA-2014-123400","2014-02-02","180.96",5,"0.20","13.57","2014-02-09","EB-13930",2
9140,"CA-2014-106971","2014-09-02","475.94",7,"0.20","95.19","2014-09-08","BM-11785",2
9141,"CA-2017-123029","2017-09-30","159.98",2,"0.00","47.99","2017-10-02","BT-11530",4
9142,"CA-2016-139409","2016-09-05","43.60",4,"0.00","12.21","2016-09-07","FW-14395",1
9143,"US-2017-166688","2017-05-20","8.29",2,"0.20","3.00","2017-05-26","RD-19480",2
9144,"US-2017-166688","2017-05-20","1123.13",9,"0.20","70.20","2017-05-26","RD-19480",2
9145,"US-2017-166688","2017-05-20","64.90",5,"0.00","18.82","2017-05-26","RD-19480",2
9146,"CA-2015-126970","2015-09-20","2.81",3,"0.80","-4.49","2015-09-24","TP-21130",2
9147,"US-2016-165505","2016-01-23","99.98",2,"0.00","42.99","2016-01-27","CB-12535",2
9148,"US-2016-165505","2016-01-23","8.04",6,"0.00","2.73","2016-01-27","CB-12535",2
9149,"US-2016-165505","2016-01-23","1564.29",13,"0.00","406.72","2016-01-27","CB-12535",2
9150,"US-2014-157070","2014-06-01","138.56",4,"0.00","66.51","2014-06-06","QJ-19255",2
9151,"US-2014-157070","2014-06-01","65.52",5,"0.10","12.38","2014-06-06","QJ-19255",2
9152,"US-2015-106873","2015-09-24","14.58",2,"0.20","2.37","2015-09-29","KM-16720",4
9153,"US-2015-106873","2015-09-24","23.20",2,"0.20","1.45","2015-09-29","KM-16720",4
9154,"US-2015-106873","2015-09-24","16.46",7,"0.20","1.85","2015-09-29","KM-16720",4
9155,"CA-2016-132990","2016-08-01","19.31",2,"0.20","3.14","2016-08-03","KM-16660",4
9156,"CA-2014-102645","2014-01-23","40.08",6,"0.00","19.24","2014-01-28","IM-15055",2
9157,"CA-2014-134215","2014-08-04","101.96",2,"0.00","27.53","2014-08-08","ML-17395",2
9158,"CA-2014-134215","2014-08-04","259.74",13,"0.00","124.68","2014-08-08","ML-17395",2
9159,"CA-2014-134215","2014-08-04","255.42",9,"0.00","104.72","2014-08-08","ML-17395",2
9160,"CA-2016-118934","2016-08-09","4.34",3,"0.70","-3.04","2016-08-14","GH-14410",2
9161,"CA-2016-118934","2016-08-09","11.88",5,"0.70","-7.92","2016-08-14","GH-14410",2
9162,"CA-2016-160108","2016-12-08","405.86",7,"0.00","32.47","2016-12-12","AG-10900",2
9163,"CA-2016-160108","2016-12-08","680.01",3,"0.00","176.80","2016-12-12","AG-10900",2
9164,"CA-2015-164007","2015-06-08","2.38",3,"0.20","0.74","2015-06-12","MG-17695",2
9165,"CA-2015-164007","2015-06-08","143.13",2,"0.80","-393.60","2015-06-12","MG-17695",2
9166,"CA-2016-100300","2016-06-24","4476.80",4,"0.20","503.64","2016-06-26","MJ-17740",4
9167,"CA-2016-100300","2016-06-24","104.85",1,"0.00","50.33","2016-06-26","MJ-17740",4
9168,"CA-2016-100300","2016-06-24","241.44",3,"0.00","72.43","2016-06-26","MJ-17740",4
9169,"CA-2016-140571","2016-03-15","319.76",14,"0.00","147.09","2016-03-19","SJ-20125",2
9170,"CA-2016-140571","2016-03-15","45.68",2,"0.00","21.01","2016-03-19","SJ-20125",2
9171,"US-2016-155768","2016-12-01","31.96",2,"0.00","1.60","2016-12-01","LB-16795",3
9172,"US-2016-155768","2016-12-01","47.90",1,"0.00","22.99","2016-12-01","LB-16795",3
9173,"US-2016-155768","2016-12-01","1112.94",3,"0.00","222.59","2016-12-01","LB-16795",3
9174,"US-2016-155768","2016-12-01","22.92",3,"0.00","11.23","2016-12-01","LB-16795",3
9175,"CA-2017-119424","2017-06-12","71.98",3,"0.20","9.00","2017-06-14","SB-20185",4
9176,"CA-2017-119424","2017-06-12","19.44",3,"0.00","9.33","2017-06-14","SB-20185",4
9177,"CA-2016-118178","2016-03-19","31.09",3,"0.70","-20.72","2016-03-24","CC-12610",2
9178,"CA-2016-166618","2016-11-14","13.98",2,"0.00","3.91","2016-11-18","DP-13000",2
9179,"CA-2016-166618","2016-11-14","23.65",1,"0.00","6.15","2016-11-18","DP-13000",2
9180,"CA-2017-156776","2017-08-07","707.88",3,"0.20","44.24","2017-08-11","JL-15505",2
9181,"CA-2017-156776","2017-08-07","11.95",3,"0.20","4.18","2017-08-11","JL-15505",2
9182,"CA-2017-156776","2017-08-07","31.13",3,"0.20","11.67","2017-08-11","JL-15505",2
9183,"CA-2017-156776","2017-08-07","55.76",4,"0.00","7.81","2017-08-11","JL-15505",2
9184,"CA-2017-156776","2017-08-07","24.56",2,"0.00","11.54","2017-08-11","JL-15505",2
9185,"CA-2017-156776","2017-08-07","51.75",1,"0.00","15.53","2017-08-11","JL-15505",2
9186,"CA-2017-156776","2017-08-07","207.18",1,"0.20","25.90","2017-08-11","JL-15505",2
9187,"CA-2017-156776","2017-08-07","1473.10",5,"0.00","412.47","2017-08-11","JL-15505",2
9188,"US-2015-130512","2015-08-21","3.49",2,"0.20","-0.70","2015-08-25","SM-20320",2
9189,"US-2015-130512","2015-08-21","21.73",4,"0.20","3.80","2015-08-25","SM-20320",2
9190,"US-2015-130512","2015-08-21","663.07",6,"0.20","-165.77","2015-08-25","SM-20320",2
9191,"US-2015-130512","2015-08-21","99.59",2,"0.70","-82.99","2015-08-25","SM-20320",2
9192,"US-2015-130512","2015-08-21","49.57",2,"0.20","15.49","2015-08-25","SM-20320",2
9193,"CA-2015-141810","2015-11-02","29.37",7,"0.80","-47.00","2015-11-07","BB-10990",2
9194,"CA-2015-141810","2015-11-02","344.70",2,"0.20","38.78","2015-11-07","BB-10990",2
9195,"CA-2014-146843","2014-11-30","47.99",7,"0.20","3.60","2014-12-06","PB-19150",2
9196,"CA-2014-146843","2014-11-30","102.24",4,"0.20","-16.61","2014-12-06","PB-19150",2
9197,"CA-2014-103310","2014-05-10","39.96",2,"0.00","19.18","2014-05-15","GM-14680",2
9198,"CA-2014-103310","2014-05-10","1432.00",5,"0.20","125.30","2014-05-15","GM-14680",2
9199,"CA-2014-103310","2014-05-10","41.04",6,"0.00","11.08","2014-05-15","GM-14680",2
9200,"CA-2014-103310","2014-05-10","256.78",1,"0.20","32.10","2014-05-15","GM-14680",2
9201,"CA-2016-152688","2016-10-17","120.98",1,"0.00","12.10","2016-10-20","NR-18550",1
9202,"CA-2016-152688","2016-10-17","315.98",1,"0.00","148.51","2016-10-20","NR-18550",1
9203,"CA-2016-153836","2016-10-30","28.75",3,"0.20","10.06","2016-11-03","EH-13765",2
9204,"CA-2016-153836","2016-10-30","114.95",5,"0.00","32.19","2016-11-03","EH-13765",2
9205,"CA-2016-104689","2016-12-01","23.04",8,"0.00","6.91","2016-12-05","FH-14365",2
9206,"CA-2016-146423","2016-04-21","15.48",3,"0.00","4.49","2016-04-21","BT-11680",3
9207,"CA-2016-146423","2016-04-21","51.84",8,"0.00","24.88","2016-04-21","BT-11680",3
9208,"CA-2017-140781","2017-08-03","39.82",3,"0.20","7.47","2017-08-07","AB-10105",2
9209,"CA-2017-141747","2017-08-03","16.06",1,"0.00","4.18","2017-08-08","SC-20230",4
9210,"CA-2017-142776","2017-12-11","7.28",1,"0.00","3.49","2017-12-14","RS-19870",4
9211,"CA-2017-142776","2017-12-11","5.40",3,"0.00","2.59","2017-12-14","RS-19870",4
9212,"CA-2015-167479","2015-03-14","19.44",3,"0.00","9.33","2015-03-19","AI-10855",2
9213,"CA-2014-144071","2014-12-08","39.88",2,"0.00","11.17","2014-12-15","DJ-13420",2
9214,"CA-2014-144071","2014-12-08","79.44",3,"0.00","28.60","2014-12-15","DJ-13420",2
9215,"US-2017-120908","2017-09-30","20.66",7,"0.20","6.97","2017-10-02","BF-10975",1
9216,"CA-2016-152646","2016-11-21","32.40",5,"0.00","15.55","2016-11-26","TH-21235",2
9217,"CA-2017-103765","2017-11-24","13.76",1,"0.80","-24.77","2017-11-30","JG-15310",2
9218,"US-2017-118157","2017-11-14","15.28",2,"0.00","7.49","2017-11-17","AW-10930",1
9219,"US-2015-164238","2015-08-16","44.69",7,"0.20","3.35","2015-08-20","JW-15955",2
9220,"US-2015-164238","2015-08-16","301.47",3,"0.50","-205.00","2015-08-20","JW-15955",2
9221,"CA-2017-103212","2017-10-13","11.07",3,"0.00","5.20","2017-10-14","MH-18025",1
9222,"CA-2017-103212","2017-10-13","1504.52",4,"0.00","346.04","2017-10-14","MH-18025",1
9223,"CA-2017-103212","2017-10-13","25.92",4,"0.00","12.44","2017-10-14","MH-18025",1
9224,"CA-2017-121160","2017-11-04","7.54",6,"0.80","-13.19","2017-11-04","FM-14290",3
9225,"CA-2017-121160","2017-11-04","1.41",2,"0.80","-2.32","2017-11-04","FM-14290",3
9226,"CA-2017-121160","2017-11-04","4.14",4,"0.80","-6.42","2017-11-04","FM-14290",3
9227,"CA-2017-121160","2017-11-04","52.75",3,"0.20","-12.53","2017-11-04","FM-14290",3
9228,"CA-2017-140515","2017-03-19","381.36",7,"0.00","106.78","2017-03-24","GZ-14545",2
9229,"CA-2014-153619","2014-11-03","6.72",4,"0.00","3.36","2014-11-03","TC-21535",3
9230,"CA-2017-133718","2017-07-23","15.19",3,"0.20","5.51","2017-07-26","TB-21520",1
9231,"CA-2017-133718","2017-07-23","58.32",9,"0.00","27.99","2017-07-26","TB-21520",1
9232,"CA-2014-148383","2014-12-27","946.76",6,"0.70","-694.29","2014-12-31","RP-19390",2
9233,"CA-2016-126732","2016-09-02","94.68",9,"0.00","31.24","2016-09-06","LR-16915",2
9234,"CA-2016-126732","2016-09-02","23.67",3,"0.00","0.95","2016-09-06","LR-16915",2
9235,"CA-2016-126732","2016-09-02","1091.17",4,"0.20","68.20","2016-09-06","LR-16915",2
9236,"CA-2016-126732","2016-09-02","18.69",7,"0.00","5.23","2016-09-06","LR-16915",2
9237,"CA-2016-126732","2016-09-02","568.73",3,"0.20","28.44","2016-09-06","LR-16915",2
9238,"CA-2016-126732","2016-09-02","7.31",1,"0.20","2.56","2016-09-06","LR-16915",2
9239,"CA-2017-138156","2017-02-11","147.57",2,"0.20","-3.69","2017-02-14","MM-17260",1
9240,"CA-2017-110310","2017-10-27","56.78",7,"0.20","20.58","2017-11-02","NB-18655",2
9241,"CA-2017-110310","2017-10-27","5.61",3,"0.70","-3.92","2017-11-02","NB-18655",2
9242,"CA-2017-110310","2017-10-27","6.58",3,"0.20","0.58","2017-11-02","NB-18655",2
9243,"CA-2014-113271","2014-07-09","14.30",6,"0.20","4.65","2014-07-14","DS-13030",2
9244,"CA-2014-113271","2014-07-09","119.83",1,"0.15","7.05","2014-07-14","DS-13030",2
9245,"CA-2014-113271","2014-07-09","5.56",2,"0.00","2.22","2014-07-14","DS-13030",2
9246,"CA-2014-113271","2014-07-09","32.40",5,"0.00","15.55","2014-07-14","DS-13030",2
9247,"CA-2017-130106","2017-05-22","9.84",3,"0.00","2.85","2017-05-26","VF-21715",2
9248,"CA-2017-130106","2017-05-22","2.78",1,"0.00","0.72","2017-05-26","VF-21715",2
9249,"CA-2016-127761","2016-11-10","3.64",1,"0.20","1.37","2016-11-14","SW-20275",2
9250,"CA-2016-127761","2016-11-10","881.93",7,"0.00","220.48","2016-11-14","SW-20275",2
9251,"CA-2016-105354","2016-12-02","115.84",8,"0.00","54.44","2016-12-06","PW-19030",2
9252,"CA-2017-155712","2017-03-02","107.65",2,"0.20","33.64","2017-03-08","KD-16615",2
9253,"CA-2017-102309","2017-09-23","199.95",5,"0.00","63.98","2017-09-25","DO-13645",4
9254,"CA-2017-102309","2017-09-23","12.96",2,"0.00","6.22","2017-09-25","DO-13645",4
9255,"CA-2014-168368","2014-02-11","60.89",1,"0.00","15.22","2014-02-15","GA-14725",4
9256,"CA-2014-168368","2014-02-11","14.94",3,"0.00","6.87","2014-02-15","GA-14725",4
9257,"CA-2014-168368","2014-02-11","9.64",2,"0.00","4.43","2014-02-15","GA-14725",4
9258,"CA-2014-168368","2014-02-11","332.94",3,"0.00","53.27","2014-02-15","GA-14725",4
9259,"CA-2014-168368","2014-02-11","51.90",3,"0.00","24.39","2014-02-15","GA-14725",4
9260,"CA-2014-168368","2014-02-11","64.96",2,"0.00","2.60","2014-02-15","GA-14725",4
9261,"CA-2017-167976","2017-11-11","25.50",3,"0.00","6.63","2017-11-14","JL-15505",4
9262,"CA-2017-111388","2017-09-02","215.98",3,"0.20","-2.70","2017-09-02","SU-20665",3
9263,"CA-2015-124499","2015-10-09","389.97",3,"0.00","35.10","2015-10-13","FM-14380",2
9264,"CA-2015-124499","2015-10-09","269.91",5,"0.10","53.98","2015-10-13","FM-14380",2
9265,"US-2017-128118","2017-11-24","11.67",3,"0.70","-7.78","2017-12-01","MY-17380",2
9266,"US-2017-128118","2017-11-24","64.85",7,"0.20","24.32","2017-12-01","MY-17380",2
